datasets,doi,journal,search_term,title,url
dataset-622,10.1002/9781118786352.wbieg0221,,datums,Cartesian Coordinate Systems,
dataset-622,10.5433/1679-0359.2017v38n1p97,Semina Ciências Agrárias,datums,Mapping of slopes for the operation of agricultural harvesters in Bandeirantes Municipality (PR),http://www.uel.br/revistas/uel/index.php/semagrarias/article/download/23612/20481
dataset-622,10.1016/j.margeo.2016.12.014,Marine Geology,datums,"Cenozoic North Atlantic deep circulation history recorded in contourite drifts, offshore Newfoundland, Canada",http://oro.open.ac.uk/48441/8/cenozoic%29_1-s2.0-S002532271630161X-main.pdf
dataset-622,10.1007/s10712-016-9400-4,"{'id': 'jour.1051934', 'title': 'Surveys in Geophysics'}",datums,On High-Frequency Topography-Implied Gravity Signals for a Height System Unification Using GOCE-Based Global Geopotential Models,
dataset-622,10.5623/cig2017-103,"{'id': 'jour.1142594', 'title': 'Geomatica'}",datums,A Survey of Surveys: the Canadian Spatial Reference System Precise Point Positioning Service,
dataset-622,10.1007/s00190-016-0960-3,"{'id': 'jour.1052480', 'title': 'Journal of Geodesy'}",datums,Multi-GNSS precise point positioning (MGPPP) using raw observations,
dataset-622,10.1590/s1982-21702017000100014,Boletim de Ciências Geodésicas,datums,NOVEL APPROACH TO IMPROVE GEOCENTRIC TRANSLATION MODEL PERFORMANCE USING ARTIFICIAL NEURAL NETWORK TECHNOLOGY,http://www.scielo.br/pdf/bcg/v23n1/1982-2170-bcg-23-01-00213.pdf
dataset-622,10.1016/j.geomorph.2016.12.031,Geomorphology,datums,The differences in morphological development between the intertidal flats of the Eastern and Western Scheldt,https://doi.org/10.1016/j.geomorph.2016.12.031
dataset-622,10.1002/2016gc006623,"{'id': 'jour.1052077', 'title': 'Geochemistry Geophysics Geosystems'}",datums,Neogene paleoceanography of the eastern equatorial Pacific based on the radiolarian record of IODP drill sites off Costa Rica,
dataset-622,10.1111/gwat.12450,Ground Water,datums,Custom Map Projections for Regional Groundwater Models,https://onlinelibrary.wiley.com/doi/pdf/10.1111/gwat.12450
dataset-622,10.1016/j.neucom.2016.09.094,"{'id': 'jour.1128607', 'title': 'Neurocomputing'}",datums,Age-related alterations in the sign series entropy of short-term pulse rate variability,
dataset-622,10.1016/j.quascirev.2017.01.012,"{'id': 'jour.1040733', 'title': 'Quaternary Science Reviews'}",datums,"Extended late Holocene relative sea-level histories for North Carolina, USA",
dataset-622,10.1785/0220170035,Seismological Research Letters,datums,SSA 2017 Annual Meeting Announcement and Program,https://digital.csic.es/bitstream/10261/171718/1/Perea_et_al_2017.pdf
dataset-622,10.1016/j.margeo.2017.01.009,"{'id': 'jour.1026150', 'title': 'Marine Geology'}",datums,"Neogene carbonate platform development in the NW South China Sea: Litho-, bio- and chemo-stratigraphic evidence",
dataset-622,10.1130/b31482.1,Geological Society of America Bulletin,datums,An Antarctic stratigraphic record of stepwise ice growth through the Eocene-Oligocene transition,https://eprints.soton.ac.uk/403585/1/Passchier_et_al_GSA_Bull_2016_accepted.pdf
dataset-622,10.1088/1757-899x/187/1/012028,IOP Conference Series Materials Science and Engineering,datums,Modeling and Analysis of Non-Uniform Honeycomb Structures Based on Topology Optimization,http://iopscience.iop.org/article/10.1088/1757-899X/187/1/012028/pdf
dataset-622,10.1016/j.revpalbo.2016.11.010,Review of Palaeobotany and Palynology,datums,"Resolving the Middle Jurassic dinoflagellate radiation: The palynology of the Bajocian of Swabia, southwest Germany",https://doi.org/10.1016/j.revpalbo.2016.11.010
dataset-622,10.5194/cp-2017-15,Climate of the Past Discussions,datums,Astronomical Calibration of the Ypresian Time Scale: Implications for Seafloor Spreading Rates and the Chaotic Behaviour of the Solar System?,https://doi.org/10.5194/cp-2017-15
dataset-622,10.5194/hess-21-751-2017,Hydrology and Earth System Sciences,datums,Application of CryoSat-2 altimetry data for river analysis and modelling,https://www.hydrol-earth-syst-sci.net/21/751/2017/hess-21-751-2017.pdf
dataset-622,10.1371/journal.pone.0170949,PLoS ONE,datums,Sea level rise drives increased tidal flooding frequency at tide gauges along the U.S. East and Gulf Coasts: Projections for 2030 and 2045,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0170949&type=printable
dataset-622,10.1117/12.2244784,"{'id': 'jour.1312104', 'title': 'Proceedings of SPIE'}",datums,Structured detailed opto-mechanical tolerance modeling,
dataset-622,10.5194/esurf-2017-4,Earth Surface Dynamics Discussions,datums,Validation of digital elevation models (DEMs) and comparison of geomorphic metrics on the southern Central Andean Plateau,https://doi.org/10.5194/esurf-2017-4
dataset-622,10.1111/sed.12309,"{'id': 'jour.1026167', 'title': 'Sedimentology'}",datums,"Shoal‐water deltas in high‐accommodation settings: Insights from the lacustrine Valimi Formation (Gulf of Corinth, Greece)",
dataset-622,10.1016/j.palaeo.2016.12.009,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",datums,"Cretaceous (Albian to Cenomanian) biostratigraphic, paleogeographic and paleoenvironmental reconstruction of the northern Western Interior Sea: Yukon, Canada",
dataset-622,10.1111/gcb.13398,"{'id': 'jour.1132303', 'title': 'Global Change Biology'}",datums,Upslope development of a tidal marsh as a function of upland land use,
dataset-622,10.1016/j.marpetgeo.2016.12.023,"{'id': 'jour.1020185', 'title': 'Marine and Petroleum Geology'}",datums,Manual of Neogene foraminifera from off-shore Nile Delta (Egypt) and their biostratigraphic significance,
dataset-622,10.1111/bre.12161,Basin Research,datums,Late Pliocene–early Pleistocene deep‐sea basin sedimentation at high‐latitudes: mega‐scale submarine slides of the north‐western Barents Sea margin prior to the shelf‐edge glaciations,https://munin.uit.no/bitstream/10037/13712/2/article.pdf
dataset-622,10.1002/2016wr019993,Water Resources Research,datums,Water quality data for national‐scale aquatic research: The Water Quality Portal,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2016WR019993
dataset-622,10.1016/j.cad.2016.10.003,Computer-Aided Design,datums,A survey on 3D CAD model quality assurance and testing tools,http://arxiv.org/pdf/1611.01765
dataset-622,10.1109/icmimt.2017.7917452,,datums,Optimal Design and Modeling of Variable-Density Triangular Honeycomb Structures,
dataset-622,10.1016/j.jpaa.2016.06.013,Journal of Pure and Applied Algebra,datums,Hochschild products and global non-abelian cohomology for algebras. Applications,http://arxiv.org/pdf/1503.05364
dataset-622,10.1007/s10468-016-9638-z,"{'id': 'jour.1136385', 'title': 'Algebras and Representation Theory'}",datums,Extending Structures for Lie Conformal Algebras,
dataset-622,10.1016/j.palaeo.2016.04.023,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",datums,"Pollen, ostracod and stable isotope records of palaeoenvironment and climate: Upper Miocene and Pliocene of the Çankırı Basin (Central Anatolia, Turkey)",
dataset-622,10.1017/aap.2016.8,Advances in Archaeological Practice,datums,Beyond the Square Hole,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2711002AEEC4F71E235D2C56C6D8DEFB/S2326376816000085a.pdf/div-class-title-beyond-the-square-hole-div.pdf
dataset-622,10.1016/j.marpetgeo.2016.12.022,"{'id': 'jour.1020185', 'title': 'Marine and Petroleum Geology'}",datums,"Unreciprocated sedimentation along a mud-dominated continental margin, Gulf of Mexico, U.S.A.: Implications for sequence stratigraphy in muddy settings devoid of depositional sequences",
dataset-622,10.1088/1742-6596/814/1/012015,Journal of Physics Conference Series,datums,Finite time quenching for a nonlinear diffusion equation with singular boundary flux,http://iopscience.iop.org/article/10.1088/1742-6596/814/1/012015/pdf
dataset-622,10.1016/j.margeo.2016.06.008,"{'id': 'jour.1026150', 'title': 'Marine Geology'}",datums,"The importance of site selection, sediment supply, and hydrodynamics: A case study of submarine paleoseismology on the northern Cascadia margin, Washington USA",
dataset-622,10.1002/2016pa002955,Paleoceanography and Paleoclimatology,datums,Paleoproductivity in the northwestern Pacific Ocean during the Pliocene‐Pleistocene climate transition (3.0–1.8 Ma),https://doi.org/10.1002/2016pa002955
dataset-622,10.1515/jag-2016-0033,"{'id': 'jour.1143297', 'title': 'Journal of Applied Geodesy'}",datums,"Options for developing modernized geodetic datum for Nepal following the April 25, 2015 Mw7.8 Gorkha earthquake",
dataset-622,10.1515/jag-2016-0048,"{'id': 'jour.1143297', 'title': 'Journal of Applied Geodesy'}",datums,On the determination of transformation parameters between different ITRS realizations using Procrustes approach in Turkey,
dataset-622,10.5194/gmd-10-255-2017,Geoscientific Model Development Discussions,datums,An ice sheet model validation framework for the Greenland ice sheet,https://www.geosci-model-dev.net/10/255/2017/gmd-10-255-2017.pdf
dataset-622,10.1080/00396265.2015.1104092,"{'id': 'jour.1137680', 'title': 'Survey Review'}",datums,Empirical comparison of the geodetic coordinate transformation models: a case study of Croatia,
dataset-622,10.1515/jag-2016-0040,"{'id': 'jour.1143297', 'title': 'Journal of Applied Geodesy'}",datums,"Projectivity, affine, similarity and euclidean coordinates transformation parameters from ITRF to EUREF in Turkey",
dataset-622,10.1515/jag-2016-0036,"{'id': 'jour.1143297', 'title': 'Journal of Applied Geodesy'}",datums,Choosing the optimal number of B-spline control points (Part 2: Approximation of surfaces and applications),
dataset-622,10.1130/b31523.1,"{'id': 'jour.1026121', 'title': 'Geological Society of America Bulletin'}",datums,"Complete archive of late Turonian to early Campanian sedimentary deposition in newly drilled cores from the Tarfaya Basin, SW Morocco",
dataset-622,10.1016/j.apenergy.2016.10.103,"{'id': 'jour.1029519', 'title': 'Applied Energy'}",datums,Energy quality factor of materials conversion and energy quality reference system,
dataset-622,10.1016/j.jclepro.2016.11.164,"{'id': 'jour.1044002', 'title': 'Journal of Cleaner Production'}",datums,Exergoeconomic evaluation of a ground-source heat pump food dryer at varying dead state temperatures,
dataset-622,10.1016/j.palaeo.2016.10.008,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",datums,0.9Ma oxygen isotope stratigraphy for a shallow-water sedimentary transect across three IODP 317 sites in the Canterbury Bight of the southwest Pacific Ocean,
dataset-622,10.1186/s13639-016-0056-4,EURASIP Journal on Embedded Systems,datums,Image crowd fusion mechanism based on optical embedded system,https://doi.org/10.1186/s13639-016-0056-4
dataset-622,10.1016/j.quascirev.2016.08.032,"{'id': 'jour.1040733', 'title': 'Quaternary Science Reviews'}",datums,Drivers of Holocene sea-level change in the Caribbean,
dataset-622,10.1007/s00190-016-0941-6,Journal of Geodesy,datums,Impact of accounting for coloured noise in radar altimetry data on a regional quasi-geoid model,https://link.springer.com/content/pdf/10.1007%2Fs00190-016-0941-6.pdf
dataset-622,10.1007/s00190-016-0994-6,"{'id': 'jour.1052480', 'title': 'Journal of Geodesy'}",datums,IAG Newsletter,
dataset-622,10.1016/j.tecto.2016.12.020,"{'id': 'jour.1052650', 'title': 'Tectonophysics'}",datums,New constraints on the timing of flexural deformation along the northern Australian margin: Implications for arc-continent collision and the development of the Timor Trough,
dataset-622,10.1016/j.marmicro.2016.12.003,Marine Micropaleontology,datums,"Utility of salt-marsh foraminifera, testate amoebae and bulk-sediment δ13C values as sea-level indicators in Newfoundland, Canada",https://ore.exeter.ac.uk/repository/bitstream/10871/30654/1/Kemp%20et%20al%202017%20MarMic%20Newfoundland%20sea%20level%20indicators.pdf
dataset-622,10.1016/j.jas.2016.05.002,Journal of Archaeological Science,datums,Cave stratigraphies and cave breccias: Implications for sediment accumulation and removal models and interpreting the record of human occupation,https://doi.org/10.1016/j.jas.2016.05.002
dataset-622,10.1007/s00190-016-0938-1,Journal of Geodesy,datums,Differences between mean tide level and mean sea level,http://nora.nerc.ac.uk/id/eprint/514044/1/woodworth_mtlmsl_jgeodesy_nora_july2016.pdf
dataset-622,10.14201/gredos.137092,,datums,Variabilidad climática y oceanográfica en el Atlántico Norte subpolar durante el Pleistoceno (1.050.000-403.000 años),https://gredos.usal.es/bitstream/10366/137092/1/DGL_MartinezSanchezM_Oceanografia.pdf
dataset-622,10.1111/pala.12272,Palaeontology,datums,Extinction of South American sparassodontans (Metatheria): environmental fluctuations or complex ecological processes?,http://onlinelibrary.wiley.com/doi/10.1111/pala.12272/pdf
dataset-622,10.1002/2016jg003540,"{'id': 'jour.1049048', 'title': 'Journal of Geophysical Research Biogeosciences'}",datums,Coupled topographic and vegetation patterns in coastal dunes: Remote sensing observations and ecomorphodynamic implications,
dataset-622,10.1007/978-3-319-17885-1_100880,,datums,OGC,https://link.springer.com/content/pdf/10.1007%2F978-3-319-17885-1_100880.pdf
dataset-622,10.1007/978-3-319-17885-1_100986,,datums,Postgres,https://link.springer.com/content/pdf/10.1007%2F978-3-319-17885-1_100986.pdf
dataset-622,10.1007/978-3-319-17885-1_1036,,datums,Progressive Approximate Aggregation,https://link.springer.com/content/pdf/10.1007%2F978-3-319-17885-1_1036.pdf
dataset-622,10.1007/978-3-319-17885-1_100900,,datums,Open Standard,https://link.springer.com/content/pdf/10.1007%2F978-3-319-17885-1_100900.pdf
dataset-622,10.1007/978-3-319-17885-1_100882,,datums,OGC Web Service,https://link.springer.com/content/pdf/10.1007%2F978-3-319-17885-1_100882.pdf
dataset-622,10.1007/978-3-319-17885-1_1516,,datums,Optimal Worst-Case Matching,https://link.springer.com/content/pdf/10.1007%2F978-3-319-17885-1_1516.pdf
dataset-622,10.1007/978-3-319-17885-1_100973,,datums,"Point, Vague",https://link.springer.com/content/pdf/10.1007%2F978-3-319-17885-1_100973.pdf
dataset-622,10.1007/978-3-319-17885-1_101024,,datums,Public Health,https://link.springer.com/content/pdf/10.1007%2F978-3-319-17885-1_101024.pdf
dataset-622,10.1007/978-3-319-42928-1_36,,datums,Geodesy,
dataset-622,10.1007/978-3-319-17885-1_100886,,datums,OGR,https://link.springer.com/content/pdf/10.1007%2F978-3-319-17885-1_100886.pdf
dataset-622,10.1007/978-90-368-1453-9_7,,datums,Kwaliteit van medische apparatuur,
dataset-622,10.1007/978-3-319-17885-1_100923,,datums,Outlier,https://link.springer.com/content/pdf/10.1007%2F978-3-319-17885-1_100923.pdf
